X,Y,Z
1044658.804,1413281.515,0
1044658.804,1413281.515,15
1044658.811,1413281.522,74
1044658.83,1413281.542,133
1044658.855,1413281.596,225.5
1044658.846,1413281.674,318
1044658.806,1413281.738,379.3333333
1044658.721,1413281.812,440.6666667
1044658.591,1413281.895,502
1044658.511,1413281.979,563.6666667
1044658.578,1413282.055,625.3333333
1044658.793,1413282.122,687
1044658.968,1413282.158,718
1044659.202,1413282.203,749
1044659.495,1413282.257,780
1044659.871,1413282.314,810.3333333
1044660.365,1413282.372,840.6666667
1044660.979,1413282.431,871
1044661.549,1413282.483,894.25
1044662.228,1413282.552,917.5
1044663.015,1413282.637,940.75
1044663.91,1413282.737,964
1044664.965,1413282.84,988
1044666.17,1413282.923,1012
1044667.523,1413282.987,1036
1044669.024,1413283.031,1060
1044670.602,1413283.04,1083.25
1044672.281,1413282.998,1106.5
1044674.061,1413282.905,1129.75
1044675.943,1413282.762,1153
1044677.943,1413282.58,1176.5
1044680.039,1413282.372,1200
1044682.229,1413282.139,1223.5
1044684.514,1413281.882,1247
1044686.949,1413281.598,1271
1044689.492,1413281.297,1295
1044692.141,1413280.978,1319
1044694.896,1413280.643,1343
1044698.558,1413280.168,1373.666667
1044702.367,1413279.621,1404.333333
1044706.322,1413279.002,1435
1044709.454,1413278.495,1458.5
1044712.675,1413277.977,1482
1044715.986,1413277.449,1505.5
1044719.386,1413276.91,1529
1044726.214,1413275.854,1575.5
1044733.068,1413274.84,1622
1044739.939,1413273.827,1668.5
1044746.819,1413272.775,1715
1044753.198,1413271.825,1758
1044759.606,1413270.959,1801
1044764.262,1413270.358,1832.333333
1044768.871,1413269.759,1863.666667
1044773.435,1413269.162,1895
1044777.956,1413268.548,1926.333333
1044782.44,1413267.9,1957.666667
1044786.886,1413267.219,1989
1044791.275,1413266.523,2020.333333
1044795.585,1413265.829,2051.666667
1044799.816,1413265.139,2083
1044805.798,1413264.148,2128
1044811.703,1413263.153,2173
1044815.963,1413262.443,2206
1044820.14,1413261.772,2239
1044824.232,1413261.141,2272
1044828.108,1413260.566,2304
1044831.881,1413260.029,2336
1044835.551,1413259.529,2368
1044838.974,1413259.07,2398.666667
1044842.311,1413258.613,2429.333333
1044845.561,1413258.159,2460
1044848.805,1413257.7,2491.333333
1044851.982,1413257.247,2522.666667
1044855.095,1413256.801,2554
1044858.121,1413256.357,2585.333333
1044861.043,1413255.913,2616.666667
1044863.859,1413255.469,2648
1044866.514,1413255.042,2678.666667
1044869.071,1413254.633,2709.333333
1044871.528,1413254.241,2740
1044873.808,1413253.878,2769.333333
1044876.041,1413253.523,2798.666667
1044878.228,1413253.175,2828
1044880.418,1413252.835,2858
1044882.565,1413252.518,2888
1044884.669,1413252.225,2918
1044887.013,1413251.91,2952.666667
1044889.233,1413251.616,2987.333333
1044891.331,1413251.344,3022
1044893.082,1413251.115,3052.666667
1044894.735,1413250.891,3083.333333
1044896.29,1413250.671,3114
1044897.742,1413250.466,3144.333333
1044899.121,1413250.278,3174.666667
1044900.428,1413250.108,3205
1044901.74,1413249.957,3238
1044902.912,1413249.854,3271
1044903.944,1413249.798,3304
1044904.774,1413249.778,3334.333333
1044905.497,1413249.773,3364.666667
1044906.111,1413249.784,3395
1044906.666,1413249.795,3426.333333
1044907.172,1413249.79,3457.666667
1044907.629,1413249.768,3489
1044908.032,1413249.726,3520.333333
1044908.377,1413249.658,3551.666667
1044908.663,1413249.565,3583
1044908.889,1413249.452,3614.666667
1044909.046,1413249.326,3646.333333
1044909.133,1413249.189,3678
1044909.173,1413248.963,3725.5
1044909.134,1413248.719,3773
1044909.087,1413248.476,3820
1044909.104,1413248.249,3867
1044909.156,1413248.072,3913
1044909.22,1413247.972,3959
1044909.312,1413247.897,4005.5
1044909.448,1413247.799,4052
1044909.56,1413247.744,4084.5
1044909.674,1413247.737,4117
1044909.986,1413247.765,4195.5
1044910.369,1413247.776,4274
1044910.61,1413247.765,4321
1044910.836,1413247.729,4368
1044910.949,1413247.715,4399
1044911.001,1413247.736,4430
1044910.993,1413247.793,4461
1044910.926,1413247.883,4492.333333
1044910.804,1413248.001,4523.666667
1044910.625,1413248.148,4555
1044910.27,1413248.4,4602
1044909.825,1413248.675,4649
1044909.555,1413248.853,4680.333333
1044909.399,1413249.006,4711.666667
1044909.355,1413249.133,4743
1044909.395,1413249.295,4790.5
1044909.473,1413249.432,4838
1044909.608,1413249.568,4885
1044909.822,1413249.727,4932
1044909.976,1413249.823,4963.333333
1044910.099,1413249.886,4994.666667
1044910.191,1413249.915,5026
1044910.349,1413249.925,5073
1044910.59,1413249.917,5120
1044910.879,1413249.899,5167.5
1044911.179,1413249.876,5215
1044911.361,1413249.877,5246
1044911.509,1413249.912,5277
1044911.623,1413249.98,5308
1044911.67,1413250.022,5323
1044911.715,1413250.068,5338
1044911.807,1413250.171,5369
1044911.894,1413250.287,5400
